Site Code,Bluegreen Cyano,Green Algae,Diatoms
SF,0.27942307692307694,0.07930769230769232,0.7043173076923077
TR,0.3709722222222222,0.06745370370370371,0.5508641975308642
AR,0.8793055555555556,0.08339506172839506,0.7089598765432099
PD,0.5909201388854166,0.13969618055208333,0.32365451388541666
MR,0.22891975308641976,0.16101851851851853,0.4008333333333333
GC,0.35302083333333334,0.2153125,0.4993402777777778
PL,0.4343397435865385,0.09615544872115384,1.022596153846154
WM,0.1607,0.08600000000000001,0.26695
EM,0.2864814814814815,0.12638888888888888,0.25546296296296295
