site_code,ymonth,density_com,density_com_delta_at_mu,density_com_delta_at_me,density_com_delta_yr_mu,density_com_delta_yr_me,density_com_delta_qt_mu,density_com_delta_qt_me
GC,2019 Jan,NA,NA,NA,NA,NA,NA,NA
GC,2019 Feb,NA,NA,NA,NA,NA,NA,NA
GC,2019 Mar,0.0649463612641345,-0.37581357282372724,-0.35016037108397713,-0.31610414471831877,-0.31610414471831877,-0.17717480921282708,-0.06184609156605414
GC,2019 Apr,NA,NA,NA,NA,NA,NA,NA
GC,2019 May,NA,NA,NA,NA,NA,NA,NA
GC,2019 Jun,NA,NA,NA,NA,NA,NA,NA
GC,2019 Jul,NA,NA,NA,NA,NA,NA,NA
GC,2019 Aug,NA,NA,NA,NA,NA,NA,NA
GC,2019 Sep,NA,NA,NA,NA,NA,NA,NA
GC,2019 Oct,0.6971546507007721,0.25639471661291036,0.28204791835266046,0.3161041447183188,0.3161041447183188,0.22447641501815657,0.1114330640272716
GC,2019 Nov,NA,NA,NA,NA,NA,NA,NA
GC,2019 Dec,NA,NA,NA,NA,NA,NA,NA
GC,2020 Jan,0.12679245283018864,-0.3139674812576731,-0.288314279517923,-0.23322643295879808,-0.2521944767398597,-0.11532871764677294,0
GC,2020 Feb,NA,NA,NA,NA,NA,NA,NA
GC,2020 Mar,NA,NA,NA,NA,NA,NA,NA
GC,2020 Apr,NA,NA,NA,NA,NA,NA,NA
GC,2020 May,NA,NA,NA,NA,NA,NA,NA
GC,2020 Jun,0.31356409691090364,-0.1271958371769581,-0.10154263543720798,-0.046454788878083075,-0.06542283265914467,-0.06031538997791169,-0.05114178544203746
GC,2020 Jul,NA,NA,NA,NA,NA,NA,NA
GC,2020 Aug,NA,NA,NA,NA,NA,NA,NA
GC,2020 Sep,0.44440976222919304,0.0036498281413313016,0.02930302988108141,0.08439087644020632,0.06542283265914473,-0.242619744278472,0
GC,2020 Oct,NA,NA,NA,NA,NA,NA,NA
GC,2020 Nov,0.5553092311856616,0.11454929709779982,0.14020249883754993,0.19529034539667484,0.17632230161561324,0.08263099550304603,-0.030412355487838938
GC,2020 Dec,NA,NA,NA,NA,NA,NA,NA
WM,2017 Mar,NA,NA,NA,NA,NA,NA,NA
WM,2017 Apr,NA,NA,NA,NA,NA,NA,NA
WM,2017 May,NA,NA,NA,NA,NA,NA,NA
WM,2017 Jun,NA,NA,NA,NA,NA,NA,NA
WM,2017 Jul,NA,NA,NA,NA,NA,NA,NA
WM,2017 Aug,NA,NA,NA,NA,NA,NA,NA
WM,2017 Sep,NA,NA,NA,NA,NA,NA,NA
WM,2017 Oct,0.03492697926540893,-0.12967686495217223,-0.0908305964921668,-0.29153790945225805,-0.12889554633186073,-0.20758381342632365,-0.12889554633186073
WM,2017 Nov,0.16382252559726965,-7.813186203115274e-4,0.03806494983969391,-0.16264236312039734,0,-0.07868826709446294,0
WM,2017 Dec,0.7806451612903225,0.6160413170727412,0.6548875855327467,0.4541802725726555,0.6168226356930528,0.5381343685985899,0.6168226356930528
WM,2018 Jan,NA,NA,NA,NA,NA,NA,NA
WM,2018 Feb,0.2467908902691511,0.08218704605156993,0.12103331451157537,0.10735330129416401,0.11289470515345384,0.05271732176272109,0.044917986269654514
WM,2018 Mar,0.2236264789434939,0.05902263472591274,0.09786890318591818,0.08418888996850682,0.08973029382779665,0.0295529104370639,0.021753574943997322
WM,2018 Apr,0.07153692614770454,-0.09306691806987663,-0.05422064960987119,-0.06790066282728255,-0.062359258967992715,0.004645664911855321,0.0016211882324457805
WM,2018 May,0.10085470085470079,-0.06374914336288039,-0.024902874902874947,-0.038582888120286304,-0.03304148426099647,0.033963439618851565,0.030938962939442025
WM,2018 Jun,0.02687886825817857,-0.1377249759594026,-0.09887870749939717,-0.11255872071680853,-0.1070173168575187,-0.040012392977670654,-0.043036869657080194
WM,2018 Jul,NA,NA,NA,NA,NA,NA,NA
WM,2018 Aug,NA,NA,NA,NA,NA,NA,NA
WM,2018 Sep,0.16693766937669371,0.0023338251591125403,0.04118009361911798,0.027500080401706622,0.033041484260996457,0.06061547895872493,0.06061547895872493
WM,2018 Oct,NA,NA,NA,NA,NA,NA,NA
WM,2018 Nov,NA,NA,NA,NA,NA,NA,NA
WM,2018 Dec,NA,NA,NA,NA,NA,NA,NA
WM,2019 Jan,NA,NA,NA,NA,NA,NA,NA
WM,2019 Feb,NA,NA,NA,NA,NA,NA,NA
WM,2019 Mar,0.12575757575757573,-0.03884626846000544,0,0.04553595728107962,0.04553595728107962,-0.06831599274885428,-0.07611532824192085
WM,2019 Apr,NA,NA,NA,NA,NA,NA,NA
WM,2019 May,NA,NA,NA,NA,NA,NA,NA
WM,2019 Jun,NA,NA,NA,NA,NA,NA,NA
WM,2019 Jul,NA,NA,NA,NA,NA,NA,NA
WM,2019 Aug,NA,NA,NA,NA,NA,NA,NA
WM,2019 Sep,NA,NA,NA,NA,NA,NA,NA
WM,2019 Oct,0.03468566119541651,-0.12991818302216468,-0.09107191456215923,-0.045535957281079606,-0.045535957281079606,-0.2078251314963161,-0.12913686440185312
WM,2019 Nov,NA,NA,NA,NA,NA,NA,NA
WM,2019 Dec,NA,NA,NA,NA,NA,NA,NA
WM,2020 Jan,0.1801193290554993,0.01551548483791812,0.05436175329792356,0.0569707724785489,0.055912389686343156,-0.013954239450930717,-0.021753574943997295
WM,2020 Feb,NA,NA,NA,NA,NA,NA,NA
WM,2020 Mar,NA,NA,NA,NA,NA,NA,NA
WM,2020 Apr,NA,NA,NA,NA,NA,NA,NA
WM,2020 May,NA,NA,NA,NA,NA,NA,NA
WM,2020 Jun,0.068294549682813,-0.09630929453476818,-0.05746302607476274,-0.0548540068941374,-0.05591238968634314,0.001403288446963774,-0.0016211882324457666
WM,2020 Jul,NA,NA,NA,NA,NA,NA,NA
WM,2020 Aug,NA,NA,NA,NA,NA,NA,NA
WM,2020 Sep,0.04570671145924386,-0.11889713275833731,-0.08005086429833187,-0.07744184511770653,-0.07850022790991228,-0.06061547895872492,-0.06061547895872492
WM,2020 Oct,NA,NA,NA,NA,NA,NA,NA
WM,2020 Nov,0.19847363611024546,0.033869791892664286,0.07271606035266973,0.07532507953329506,0.07426669674108932,-0.04403715658148713,0.034651110512975813
WM,2020 Dec,NA,NA,NA,NA,NA,NA,NA
EM,2017 Mar,NA,NA,NA,NA,NA,NA,NA
EM,2017 Apr,NA,NA,NA,NA,NA,NA,NA
EM,2017 May,NA,NA,NA,NA,NA,NA,NA
EM,2017 Jun,NA,NA,NA,NA,NA,NA,NA
EM,2017 Jul,NA,NA,NA,NA,NA,NA,NA
EM,2017 Aug,NA,NA,NA,NA,NA,NA,NA
EM,2017 Sep,NA,NA,NA,NA,NA,NA,NA
EM,2017 Oct,0.4941892359998734,-0.1310725468759829,0.003594862422039824,-0.7908747823675419,-0.9113356258785796,-0.5131269650405135,-0.20020020294402097
EM,2017 Nov,1.405524861878453,0.7802630790025967,0.9149304883006195,0.1204608435110377,0,0.39820866083806616,0.7111354229345587
EM,2017 Dec,1.9554779572239196,1.3302161743480632,1.464883583646086,0.6704139388565042,0.5499530953454665,0.9481617561835327,1.261088518280025
EM,2018 Jan,NA,NA,NA,NA,NA,NA,NA
EM,2018 Feb,1.5300348010289,0.9047730181530437,1.0394404274510665,0.9413047658442705,1.0098470076016701,0.7357307505984548,0.7805181747565337
EM,2018 Mar,1.1135244988612518,0.4882627159853955,0.6229301252834183,0.5247944636766223,0.5933367054340218,0.31922044843080666,0.36400787258888556
EM,2018 Apr,0.52018779342723,-0.10507398944862634,0.029593419849396396,-0.06854224175739954,0,0.15415977582011503,0.18685364408940036
EM,2018 May,0.6893977947413062,0.06413601186544993,0.19880342116347266,0.10066775955667673,0.16921000131407626,0.3233697771341913,0.3560636454034766
EM,2018 Jun,0.10804597701149421,-0.5172158058643621,-0.3825483965663394,-0.4806840581731353,-0.4121418164157358,-0.25798204059562074,-0.2252881723263354
EM,2018 Jul,0.03864734299516906,-0.5866144398806873,-0.4519470305826645,-0.5500826921894605,-0.48154045043206095,-0.07011240655867339,-0.08262469523188644
EM,2018 Aug,NA,NA,NA,NA,NA,NA,NA
EM,2018 Sep,0.1212720382270555,-0.5039897446488009,-0.3693223353507781,-0.467457996957574,-0.39891575520017447,0.012512288673213051,0
EM,2018 Oct,NA,NA,NA,NA,NA,NA,NA
EM,2018 Nov,NA,NA,NA,NA,NA,NA,NA
EM,2018 Dec,NA,NA,NA,NA,NA,NA,NA
EM,2019 Jan,NA,NA,NA,NA,NA,NA,NA
EM,2019 Feb,NA,NA,NA,NA,NA,NA,NA
EM,2019 Mar,0.1481481481481481,-0.4771136347277082,-0.3424462254296855,-0.2731206453978732,-0.2731206453978732,-0.646155902282297,-0.6013684781242181
EM,2019 Apr,NA,NA,NA,NA,NA,NA,NA
EM,2019 May,NA,NA,NA,NA,NA,NA,NA
EM,2019 Jun,NA,NA,NA,NA,NA,NA,NA
EM,2019 Jul,NA,NA,NA,NA,NA,NA,NA
EM,2019 Aug,NA,NA,NA,NA,NA,NA,NA
EM,2019 Sep,NA,NA,NA,NA,NA,NA,NA
EM,2019 Oct,0.6943894389438944,0.06912765606803806,0.2037950653660608,0.2731206453978731,0.2731206453978731,-0.3129267620964925,0
EM,2019 Nov,NA,NA,NA,NA,NA,NA,NA
EM,2019 Dec,NA,NA,NA,NA,NA,NA,NA
EM,2020 Jan,0.38550875368348064,-0.23975302919237568,-0.10508561989435294,0.089171594301729,0.10957444312208892,-0.4087952967469645,-0.3640078725888856
EM,2020 Feb,NA,NA,NA,NA,NA,NA,NA
EM,2020 Mar,NA,NA,NA,NA,NA,NA,NA
EM,2020 Apr,NA,NA,NA,NA,NA,NA,NA
EM,2020 May,NA,NA,NA,NA,NA,NA,NA
EM,2020 Jun,0.1464805052484293,-0.47878127762742706,-0.34411386832940427,-0.14985665413332236,-0.12945380531296244,-0.21954751235868566,-0.18685364408940033
EM,2020 Jul,NA,NA,NA,NA,NA,NA,NA
EM,2020 Aug,NA,NA,NA,NA,NA,NA,NA
EM,2020 Sep,0.16635986743930278,-0.45890191543655356,-0.3242345061385308,-0.12997729194244886,-0.10957444312208894,0.057600117885460336,0.045087829212247285
EM,2020 Oct,NA,NA,NA,NA,NA,NA,NA
EM,2020 Nov,0.48699951115579376,-0.13826227172006256,-0.003594862422039824,0.19066235177404212,0.21106520059440204,-0.5203166898845931,-0.20738992778810061
EM,2020 Dec,NA,NA,NA,NA,NA,NA,NA
