site_code,collection_period,axis1,axis2,centroid_dist
AR,2019-03-01,-0.3855942943337562,0.12500895081815766,0.3343926169864849
AR,2019-09-01,-0.6136114812772606,0.103728578121128,0.5499346165346054
AR,2020-01-01,-0.5663807455861709,-0.430325933100267,1.0008494707162117
AR,2020-06-01,-0.6785949872281467,-0.3755449938643634,1.0294371328040712
AR,2020-10-01,-0.4010493919750072,-0.39218541586025507,1.2282126896460293
AR,2020-11-01,-0.6302004256439749,-0.3454145113491993,1.2508247171725384
EM,2019-03-01,0.5208991366817279,0.006453390783654383,0.22007211354022493
EM,2019-10-01,-0.4898249912143673,-0.24819053858785567,0.5292003879236666
EM,2020-01-01,0.1865745921325383,-0.2889075510935754,0.4095662423745573
EM,2020-06-01,0.06317354106532182,-0.13697537841733098,0.19944289548430497
EM,2020-09-01,-0.48621159343374104,0.08495946727112469,0.46032923192723635
EM,2020-11-01,-0.44411247697539524,0.7950554422568343,0.2861330896446274
GC,2019-03-01,0.9747001237345603,-0.25096650133208015,0.42021776022422896
GC,2019-10-01,0.9881297766271209,0.17830233995183542,0.5861136146892176
GC,2020-01-01,0.9454155119804541,0.013187770506972637,0.5604910334416787
GC,2020-06-01,-0.155153496539911,-1.001015374706195,0.2651176868813488
GC,2020-09-01,-0.514208419610052,-0.5104016396249412,0.6692203803771416
GC,2020-11-01,-0.6093588850557813,-0.6425036908931961,0.8241238643932554
MR,2019-03-01,-0.3119655308039007,0.29387222712006944,0.2757730955204121
MR,2019-10-01,-0.6322400972741284,0.1076047998733667,0.08356762045677028
MR,2020-01-01,-0.6263375146271444,0.10166261864879542,0.6794346040950998
MR,2020-06-01,-0.7159374108596168,-0.28112667225649557,1.6354855692455428
MR,2020-09-01,-0.6706490355039348,-0.1834553561079023,0.7049830721519319
MR,2020-11-01,-0.65191372617756,-0.043437842996444896,0.3844477385903943
PD,2019-03-01,-0.4725186936509664,-0.2574750462046175,1.013556536294728
PD,2019-10-01,-0.476934298783594,0.04928451579883907,0.7989073501352247
PD,2020-01-01,-0.5870418084389305,-0.06628044608711274,1.103157010428951
PD,2020-06-01,-0.6736893879967734,-0.3856576017000676,1.3571458580271016
PD,2020-09-01,-0.4328784773794391,0.10455183229509209,0.7329445156716151
PL,2019-03-01,-0.3698981459653379,0.4940254713955202,0.3841620711977916
PL,2019-10-01,0.29421164704597236,1.3860326109754841,0.44191014270487095
PL,2020-01-01,0.6120954091595562,0.7265635008068624,0.6320539325960658
PL,2020-06-01,0.7092268052305679,0.5314799540598952,0.6458966955173745
PL,2020-09-01,-0.17017103779330076,-0.28250158079596355,0.11591984696187123
PL,2020-11-01,0.037841854009722405,0.036958888418343744,1.6657654748968775
SF,2019-04-01,-0.02606414103324264,-0.36703916618861204,0.4816969432225958
SF,2019-10-01,0.3799645603904725,0.6565627410841213,1.3978721835288537
SF,2020-01-01,-0.39450581922756783,0.3686188582713176,0.14871986055508227
SF,2020-06-01,-0.2060510741415601,0.6262782159537222,1.0433851655375146
SF,2020-09-01,0.45262585108516895,0.8687349715438959,0.8812708693109285
SF,2020-11-01,1.4112764371166928,0.39827131972460894,0.6193580580175732
TR,2019-10-01,0.8025888033538885,0.025463937271732972,0.8873746661536442
TR,2020-01-01,1.3045654916852794,-0.10055644785299478,0.2125540613084039
TR,2020-06-01,1.348033600104436,0.02614484843904693,0.20880566646839754
TR,2020-09-01,1.3151072426184165,-0.15984860897745093,0.25312820582165596
TR,2020-11-01,1.0024701112053347,0.022191108658121902,0.8790243407416
WM,2019-03-01,1.4591850051481676,-0.09318158196766178,0.9316890540758549
WM,2019-10-01,1.2695271593620627,-0.15948546372764685,0.9178027304157416
WM,2020-01-01,-0.7106952129345018,-0.23098610759524946,1.1633207185151835
WM,2020-06-01,-0.5327985207815968,-0.4107293114802944,0.8890293801431535
WM,2020-09-01,-0.7275918310933805,-0.16273424415280416,1.048229434553579
WM,2020-11-01,-0.7134297063974218,-0.3240713531279664,1.1199645930113404
