site_code,term,L_mu_com
MR,ln_q_min,-0.3469915145930056
MR,canopy,0.32299902726245355
MR,qtr,-0.31332959463863647
MR,silt,0.17574621884539665
MR,doc,0.17434721535839998
MR,q_DS,-0.17206529841263826
MR,ammonia,0.14954946150083526
MR,depth_mx,0.1340434830879421
MR,nitrate,0.1332307716393275
MR,green_algae,-0.12170141940651193
MR,bluegreen_cyano,0.11657084841066237
MR,sand,0.1094829873348398
MR,temperature,-0.08421572849363937
MR,conductivity,0.07173441334308507
MR,ln_q_WCDC,0.06433541471521668
MR,diatoms,0.05495571405691331
MR,turbidity,-0.05223723154452001
MR,ph,0.04647263424972011
MR,ln_q_rsd,-0.03702510226464495
MR,ln_rain,0.026924316584625987
MR,ln_q_CDC,0.022942173210480143
MR,width,-0.010337711527509568
MR,ln_q_FS,0.0028222592584600673
GC,year,0.6734319496371134
GC,ln_q_med,-0.5419330786746969
GC,ln_q_rsd,0.5392274225814031
GC,ln_q_WCDC,0.5277241831875716
GC,ln_q_CDC,0.5147143680513888
GC,ph,-0.5111304932155425
GC,ln_q_min,-0.5039687501397899
GC,ln_q_q25,-0.4887862180475874
GC,ln_q_HFPP15,0.48712554525746293
GC,q_HFPP3,0.48676815680128344
GC,ln_q_HFPP7,0.45876036406583404
GC,q_LFPP,-0.45352436532342943
GC,ln_q_FS,0.44163263576904155
GC,green_algae,0.4370989685402433
GC,ln_q_q75,-0.410683096832726
GC,q_DS,-0.4083598985681011
GC,silt,0.39997092798696593
GC,doc,0.3920499271607194
GC,ammonia,0.3654437238375569
GC,ln_q_mu,-0.3284302016909796
GC,ln_q_max,-0.2784122940274806
GC,sand,-0.2770847611982185
GC,turbidity,-0.2410353217165123
GC,width,0.22465809191462577
GC,diatoms,-0.22124522916752998
GC,phosphate,-0.1985751965221823
GC,canopy,0.19295458602651705
GC,nitrate,0.18413075366706788
GC,qtr,0.14450205212555994
GC,nday,0.14155600317510564
GC,month,0.14049648124725567
GC,d_oxygen,-0.13578707461267975
GC,gravel,-0.1159152677936874
GC,ln_rain,-0.04959420251464371
GC,conductivity,0.049186093218210936
GC,temperature,-0.027531003627184823
GC,ln_q_sd,0.019523190585909733
GC,depth_mx,0.01680976106733421
GC,bluegreen_cyano,-0.00248487144551939
PL,ln_q_q25,-0.5428802926304469
PL,q_HFPP3,0.5410272602949574
PL,q_LFPP,-0.5347692666328838
PL,ln_q_HFPP7,0.5029896805758877
PL,silt,-0.5004496393903093
PL,ln_q_min,-0.48614855823328473
PL,ln_q_med,-0.48244142617069713
PL,ln_q_HFPP15,0.4709947128497244
PL,sand,0.4145069058290186
PL,gravel,-0.3795922337120906
PL,year,0.3622925902864342
PL,nitrate,-0.3214674528664057
PL,ln_q_q75,-0.2562784282146931
PL,temperature,0.22123607319168603
PL,depth_mx,-0.2128433662561224
PL,ln_rain,0.19793966709022146
PL,turbidity,-0.18403904678588778
PL,ln_q_mu,-0.18278109142969023
PL,ammonia,0.16526267229131336
PL,qtr,-0.15393579961976114
PL,nday,-0.10396531497346453
PL,month,-0.10294624366797327
PL,width,-0.10132653200891302
PL,ln_q_max,-0.09834943775763272
PL,ln_q_sd,-0.09697357478213856
PL,green_algae,0.09586205414941736
PL,ph,0.07682170598540378
PL,diatoms,-0.05431809362845838
PL,q_DS,-0.05182735646229948
PL,phosphate,-0.04641271547120034
PL,bluegreen_cyano,0.04414898184040677
PL,ln_q_WCDC,0.042930141855705595
PL,conductivity,-0.04122038661623861
PL,ln_q_CDC,0.03446208880416321
PL,d_oxygen,-0.02970559066153331
PL,canopy,0.027669082432251687
PL,doc,-0.018337962715443606
PL,ln_q_rsd,0.012506419023564887
PL,ln_q_FS,0.005616250244607765
WM,temperature,0.6166506952768599
WM,conductivity,0.4859916872476047
WM,diatoms,0.4575555845413517
WM,phosphate,-0.28868460921637296
WM,depth_mx,-0.2708741062835719
WM,ln_q_rsd,-0.2463189815000369
WM,doc,-0.21422695172548484
WM,canopy,0.21392633860339394
WM,gravel,0.20645699438320989
WM,ln_q_FS,-0.2017948777352564
WM,ph,0.2013057516348074
WM,ln_q_q25,0.20088800730206124
WM,q_DS,-0.19376456119228871
WM,ln_q_WCDC,-0.1797092330510222
WM,d_oxygen,0.17091972410443249
WM,ln_q_max,-0.17090043870301475
WM,bluegreen_cyano,0.1673287034051879
WM,ln_q_sd,-0.16315118929661077
WM,turbidity,0.1522387313936612
WM,silt,-0.13885927563374403
WM,ln_q_min,0.1228558497268095
WM,sand,0.11528528145410141
WM,q_LFPP,0.11215053288803072
WM,ln_q_CDC,-0.10512319263662495
WM,ln_q_mu,-0.0938973214967835
WM,year,-0.0893011205993541
WM,ammonia,0.08231908013883578
WM,month,0.07882842516789566
WM,nday,0.07831115023901689
WM,nitrate,-0.07758651216032102
WM,qtr,0.06230196804734965
WM,green_algae,-0.04874444320375338
WM,width,0.0412292269558907
WM,ln_q_med,0.03752293845785896
WM,ln_q_HFPP15,-0.03157647753941554
WM,ln_rain,0.03084726827620685
WM,ln_q_q75,-0.027210732857389584
WM,ln_q_HFPP7,-0.025125631065179767
WM,q_HFPP3,-0.016424261983765717
EM,silt,0.4998308108925597
EM,ph,0.49161728651488706
EM,sand,-0.4216045058344912
EM,diatoms,0.39811948584389967
EM,green_algae,0.3627386936018084
EM,d_oxygen,-0.3469362895362606
EM,ammonia,-0.34549201881472347
EM,turbidity,-0.3269199101562662
EM,bluegreen_cyano,0.3196764532852354
EM,temperature,0.3095540867736106
EM,conductivity,0.30883114414542984
EM,width,-0.3036977447753766
EM,phosphate,-0.2743170082537283
EM,ln_q_CDC,-0.23281843301439903
EM,ln_q_rsd,-0.23191683730972448
EM,ln_q_WCDC,-0.2313452523019091
EM,ln_q_HFPP7,-0.2259203950331368
EM,ln_q_HFPP15,-0.22438164615686287
EM,ln_q_FS,-0.21770059799603086
EM,nitrate,-0.21351747472754098
EM,year,0.20502712908905485
EM,q_LFPP,0.18753037779593423
EM,ln_q_med,0.17779026271171755
EM,q_HFPP3,-0.17715236702936918
EM,ln_q_q25,0.17372115757116566
EM,ln_rain,0.156852070128556
EM,q_DS,0.13880323705148498
EM,ln_q_max,-0.10506062941091808
EM,depth_mx,-0.0940260830515028
EM,ln_q_sd,-0.08272206323243755
EM,doc,-0.07468568453891938
EM,ln_q_q75,0.06560428087206262
EM,canopy,0.059915009763406045
EM,nday,-0.05553520739300056
EM,month,-0.0552064716230522
EM,ln_q_mu,-0.044771735783396945
EM,qtr,-0.043980843251482465
EM,ln_q_min,0.038233209278772134
EM,gravel,-0.026962524097134698
